TECNOLOGIA,IDADE,DATA_DE_ADESAO,LIGACOES_SUPORTE_ULTIMO_ANO,MEDIA_FATURA_MEDIA,TAXA_DE_CHURN
TELEFONE_MOVEL,32,3/28/15 12:27,0,53,0.002
TELEFONE_MOVEL,11,6/9/11 11:27,7,89,0.051
TELEFONE_MOVEL,61,4/11/12 11:27,0,86,0.005
4G,40,9/17/10 11:27,0,100,0.01
4G,71,10/13/15 11:27,0,19,0.002
TELEFONE_FIXO,64,4/30/14 11:27,5,61,0.01
FIBRA,63,1/3/12 12:27,1,24,0.083
4G,21,3/24/11 12:27,2,66,0.041
TELEFONE_MOVEL,69,6/25/15 11:27,0,72,0.001
TELEFONE_MOVEL,30,7/24/14 11:27,1,71,0.005
4G,20,10/30/13 12:27,1,77,0.01
TELEFONE_MOVEL,55,8/4/12 11:27,7,40,0.085
FIBRA,65,10/22/12 11:27,0,106,0.007
TELEFONE_MOVEL,57,4/25/12 11:27,1,73,0.013
FIBRA,62,1/21/12 12:27,0,89,0.011
4G,11,7/9/13 11:27,10,83,0.061
TELEFONE_FIXO,79,1/22/14 12:27,6,68,0.012
4G,56,6/21/11 11:27,1,79,0.021
4G,76,11/25/15 12:27,7,22,0.004
4G,48,5/14/11 11:27,0,75,0.012
TELEFONE_MOVEL,39,7/18/13 11:27,2,79,0.012
4G,43,3/27/15 12:27,1,98,0.003
TELEFONE_MOVEL,18,2/9/15 12:27,4,51,0.01
FIBRA,73,6/24/12 11:27,0,63,0.014
TELEFONE_FIXO,42,10/19/10 11:27,0,94,0.003
TELEFONE_MOVEL,56,12/13/15 12:27,1,47,0
TELEFONE_FIXO,49,12/20/13 12:27,0,15,0.008
4G,65,3/22/11 12:27,1,54,0.033
TELEFONE_FIXO,71,2/2/11 12:27,3,102,0.012
TELEFONE_MOVEL,45,7/2/10 11:27,0,20,0.034
FIBRA,7,6/11/14 11:27,3,38,0.04
TELEFONE_FIXO,64,3/26/15 12:27,0,72,0.001
TELEFONE_MOVEL,0,6/20/12 11:27,2,109,0.012
FIBRA,58,5/5/13 11:27,0,78,0.008
4G,75,6/23/12 11:27,2,106,0.019
FIBRA,54,2/6/14 12:27,1,13,0.072
4G,44,8/5/11 11:27,0,97,0.009
4G,42,5/10/15 11:27,3,27,0.017
FIBRA,9,10/11/15 11:27,0,64,0.001
TELEFONE_FIXO,26,8/10/13 11:27,1,46,0.006
FIBRA,78,10/6/11 11:27,0,110,0.01
4G,55,10/10/13 11:27,1,88,0.009
TELEFONE_MOVEL,21,7/15/15 11:27,0,46,0.001
FIBRA,57,7/30/12 11:27,0,28,0.03
TELEFONE_MOVEL,29,12/18/10 12:27,0,99,0.006
TELEFONE_FIXO,39,3/13/13 12:27,7,68,0.02
TELEFONE_MOVEL,37,8/9/11 11:27,1,96,0.011
FIBRA,42,8/4/14 11:27,0,65,0.005
TELEFONE_FIXO,64,5/2/12 11:27,1,61,0.007
TELEFONE_MOVEL,55,4/10/15 11:27,5,32,0.016
4G,35,7/29/14 11:27,1,10,0.052
4G,20,8/14/15 11:27,0,68,0.001
4G,56,4/27/15 11:27,8,103,0.01
4G,56,3/4/15 12:27,0,104,0.001
FIBRA,51,1/1/15 12:27,0,102,0.002
TELEFONE_MOVEL,69,7/13/15 11:27,1,101,0.001
TELEFONE_MOVEL,42,3/18/14 12:27,0,97,0.002
TELEFONE_FIXO,64,7/16/15 11:27,1,59,0.001
TELEFONE_FIXO,74,5/21/11 11:27,7,92,0.025
TELEFONE_FIXO,22,6/1/11 11:27,4,108,0.013
TELEFONE_FIXO,18,9/3/10 11:27,0,38,0.009
TELEFONE_MOVEL,40,5/12/15 11:27,1,80,0.002
FIBRA,15,10/20/12 11:27,4,45,0.088
4G,59,2/17/11 12:27,0,37,0.025
TELEFONE_MOVEL,54,12/5/14 12:27,0,69,0.002
TELEFONE_MOVEL,25,7/1/12 11:27,0,11,0.04
FIBRA,9,4/3/15 11:27,4,86,0.01
TELEFONE_MOVEL,56,3/12/11 12:27,1,61,0.02
TELEFONE_FIXO,62,11/16/15 12:27,4,102,0
TELEFONE_MOVEL,6,10/23/11 11:27,4,71,0.037
TELEFONE_MOVEL,7,4/8/14 11:27,0,94,0.002
FIBRA,2,10/12/13 11:27,4,91,0.03
FIBRA,18,8/30/14 11:27,0,72,0.005
4G,26,8/2/14 11:27,2,72,0.011
TELEFONE_FIXO,42,8/30/11 11:27,4,106,0.013
TELEFONE_FIXO,55,2/12/15 12:27,2,44,0.004
TELEFONE_FIXO,23,12/27/11 12:27,9,53,0.047
4G,43,5/1/12 11:27,1,93,0.015
FIBRA,74,2/18/14 12:27,0,66,0.007
4G,32,9/12/12 11:27,1,21,0.059
4G,12,3/16/12 12:27,5,75,0.057
TELEFONE_MOVEL,23,8/13/14 11:27,0,109,0.002
TELEFONE_FIXO,42,9/1/13 11:27,4,13,0.055
TELEFONE_MOVEL,41,2/15/14 12:27,4,85,0.014
TELEFONE_MOVEL,42,11/7/10 12:27,0,49,0.013
4G,63,11/10/13 12:27,0,72,0.006
4G,5,7/24/10 11:27,5,39,0.157
4G,78,1/1/15 12:27,4,85,0.011
4G,3,9/9/15 11:27,0,21,0.002
FIBRA,2,3/4/11 12:27,5,77,0.094
TELEFONE_MOVEL,36,7/12/15 11:27,9,47,0.011
4G,19,12/21/13 12:27,0,38,0.01
FIBRA,13,11/30/14 12:27,0,65,0.004
TELEFONE_MOVEL,3,12/8/13 12:27,1,106,0.005
TELEFONE_FIXO,50,8/2/14 11:27,1,82,0.002
FIBRA,67,10/3/14 11:27,0,67,0.005
4G,69,10/18/13 11:27,5,102,0.024
TELEFONE_MOVEL,27,3/3/12 12:27,0,79,0.006
4G,34,8/26/11 11:27,1,76,0.021
4G,12,10/3/11 11:27,7,63,0.101
4G,38,5/17/13 11:27,6,37,0.092
TELEFONE_MOVEL,74,12/27/12 12:27,0,76,0.005
FIBRA,60,8/26/13 11:27,1,86,0.014
FIBRA,24,12/24/13 12:27,3,15,0.133
4G,74,10/26/10 11:27,1,98,0.02
TELEFONE_FIXO,16,3/25/14 12:27,0,98,0.001
4G,30,9/27/12 11:27,0,21,0.029
TELEFONE_FIXO,64,8/14/12 11:27,8,81,0.023
TELEFONE_FIXO,47,11/11/15 12:27,1,20,0.001
FIBRA,56,12/22/13 12:27,0,82,0.006
FIBRA,54,9/19/14 11:27,1,24,0.026
FIBRA,3,7/17/15 11:27,1,46,0.005
TELEFONE_MOVEL,29,10/9/13 11:27,9,41,0.067
TELEFONE_FIXO,2,9/1/15 11:27,0,40,0
4G,60,5/17/11 11:27,6,19,0.319
TELEFONE_FIXO,75,2/15/14 12:27,3,23,0.02
4G,24,1/15/14 12:27,2,43,0.025
TELEFONE_MOVEL,63,8/10/13 11:27,0,22,0.013
TELEFONE_MOVEL,41,10/17/11 11:27,5,41,0.077
4G,37,8/24/10 11:27,6,98,0.072
TELEFONE_MOVEL,1,12/7/11 12:27,1,56,0.018
TELEFONE_MOVEL,64,9/2/15 11:27,3,71,0.002
4G,13,4/26/12 11:27,0,20,0.034
4G,63,11/6/15 12:27,0,21,0.001
TELEFONE_MOVEL,47,1/20/12 12:27,1,11,0.089
TELEFONE_MOVEL,69,12/11/10 12:27,1,17,0.074
TELEFONE_MOVEL,52,8/20/11 11:27,2,63,0.026
TELEFONE_MOVEL,70,1/7/15 12:27,3,58,0.008
4G,26,1/7/15 12:27,1,77,0.005
4G,62,12/29/10 12:27,5,12,0.469
TELEFONE_FIXO,76,5/19/11 11:27,0,41,0.007
4G,43,11/3/11 12:27,0,21,0.037
FIBRA,38,5/29/13 11:27,0,86,0.007
4G,4,11/3/13 12:27,0,72,0.006
4G,36,6/16/14 11:27,4,85,0.017
4G,36,12/7/14 12:27,0,79,0.002
TELEFONE_FIXO,49,5/23/12 11:27,10,44,0.056
4G,8,2/4/11 12:27,0,42,0.022
TELEFONE_MOVEL,21,6/12/13 11:27,0,21,0.015
4G,66,4/22/15 11:27,0,10,0.012
4G,3,11/19/14 12:27,0,36,0.006
TELEFONE_FIXO,6,7/18/11 11:27,0,22,0.013
TELEFONE_MOVEL,23,12/2/14 12:27,1,60,0.004
FIBRA,66,4/30/11 11:27,0,75,0.016
4G,76,4/27/15 11:27,3,27,0.018
4G,61,8/28/14 11:27,4,28,0.044
4G,17,8/16/14 11:27,1,53,0.009
TELEFONE_MOVEL,49,8/9/15 11:27,2,83,0.002
FIBRA,30,10/22/12 11:27,3,49,0.065
TELEFONE_FIXO,26,9/16/11 11:27,2,89,0.009
FIBRA,34,8/21/10 11:27,2,20,0.201
FIBRA,13,12/20/14 12:27,0,48,0.005
FIBRA,35,7/28/14 11:27,6,37,0.066
TELEFONE_MOVEL,31,12/13/14 12:27,0,59,0.002
FIBRA,21,6/2/14 11:27,2,81,0.014
TELEFONE_FIXO,71,10/6/12 11:27,0,96,0.002
TELEFONE_MOVEL,8,10/4/14 11:27,4,41,0.018
TELEFONE_FIXO,21,3/19/14 12:27,0,68,0.002
4G,9,1/9/15 12:27,0,79,0.002
4G,52,11/26/13 12:27,0,89,0.004
TELEFONE_FIXO,52,9/1/12 11:27,4,18,0.058
TELEFONE_FIXO,3,7/23/12 11:27,2,76,0.008
TELEFONE_MOVEL,66,1/6/13 12:27,0,86,0.004
TELEFONE_MOVEL,74,12/11/15 12:27,0,92,0
TELEFONE_MOVEL,47,7/1/15 11:27,3,109,0.002
FIBRA,47,11/25/11 12:27,0,108,0.009
4G,74,2/18/15 12:27,4,16,0.048
4G,80,4/11/15 11:27,1,72,0.004
FIBRA,40,1/7/15 12:27,8,30,0.071
4G,4,8/4/12 11:27,1,16,0.08
TELEFONE_MOVEL,65,2/5/13 12:27,1,104,0.007
4G,9,5/27/11 11:27,1,80,0.022
TELEFONE_MOVEL,78,2/11/15 12:27,4,104,0.005
4G,5,10/19/13 11:27,0,51,0.008
TELEFONE_MOVEL,20,12/21/10 12:27,2,26,0.073
TELEFONE_MOVEL,36,10/5/15 11:27,1,102,0
4G,66,8/28/10 11:27,2,64,0.047
FIBRA,27,1/5/15 12:27,1,10,0.047
4G,37,4/30/11 11:27,1,59,0.03
TELEFONE_MOVEL,47,8/14/13 11:27,4,101,0.015
4G,63,6/22/13 11:27,2,32,0.044
4G,1,12/13/13 12:27,10,54,0.077
FIBRA,34,12/21/13 12:27,1,97,0.01
4G,7,11/21/10 12:27,2,109,0.026
TELEFONE_FIXO,30,9/4/15 11:27,6,59,0.002
TELEFONE_MOVEL,71,10/21/10 11:27,0,105,0.006
FIBRA,65,8/3/12 11:27,8,90,0.085
TELEFONE_MOVEL,7,10/9/10 11:27,0,28,0.023
4G,44,6/11/12 11:27,5,101,0.039
TELEFONE_MOVEL,62,8/22/13 11:27,0,11,0.027
4G,75,6/3/12 11:27,6,46,0.102
FIBRA,63,4/13/15 11:27,0,106,0.002
FIBRA,11,9/12/15 11:27,1,97,0.001
4G,26,9/29/11 11:27,0,100,0.008
FIBRA,57,3/2/11 12:27,0,96,0.013
TELEFONE_MOVEL,74,1/12/14 12:27,0,82,0.003
4G,64,1/9/12 12:27,4,75,0.05
TELEFONE_FIXO,58,12/11/11 12:27,1,36,0.014
4G,54,4/2/14 11:27,0,20,0.016
4G,68,2/2/15 12:27,3,27,0.024
4G,6,8/24/14 11:27,0,104,0.002
TELEFONE_FIXO,62,4/19/14 11:27,0,16,0.007
TELEFONE_FIXO,80,11/25/12 12:27,0,61,0.003
4G,70,8/21/13 11:27,0,44,0.01
4G,33,8/25/12 11:27,3,107,0.023
FIBRA,42,12/7/14 12:27,1,80,0.006
TELEFONE_FIXO,13,6/3/13 11:27,7,48,0.027
TELEFONE_MOVEL,19,8/15/13 11:27,1,23,0.026
4G,58,6/6/12 11:27,1,91,0.015
4G,34,9/25/15 11:27,0,46,0.001
TELEFONE_MOVEL,37,6/10/12 11:27,0,107,0.004
TELEFONE_MOVEL,30,9/8/15 11:27,1,106,0.001
4G,12,7/30/12 11:27,1,52,0.025
4G,72,12/17/13 12:27,2,95,0.012
4G,24,1/3/15 12:27,2,99,0.005
FIBRA,9,1/28/12 12:27,1,104,0.019
4G,21,2/1/12 12:27,0,100,0.007
TELEFONE_MOVEL,33,1/17/13 12:27,0,38,0.01
4G,50,5/1/13 11:27,1,81,0.012
TELEFONE_MOVEL,32,7/19/14 11:27,2,96,0.006
FIBRA,57,4/23/15 11:27,1,90,0.004
4G,77,7/24/13 11:27,3,78,0.023
TELEFONE_FIXO,78,9/17/11 11:27,5,86,0.019
4G,64,5/3/12 11:27,0,22,0.031
FIBRA,76,2/3/13 12:27,0,40,0.018
FIBRA,6,7/10/12 11:27,0,27,0.032
4G,40,3/15/13 12:27,1,108,0.01
4G,74,11/27/11 12:27,7,64,0.096
TELEFONE_MOVEL,70,5/14/11 11:27,1,11,0.105
TELEFONE_MOVEL,66,10/28/12 12:27,1,30,0.026
4G,43,5/1/11 11:27,1,15,0.117
TELEFONE_MOVEL,46,7/23/12 11:27,1,50,0.017
FIBRA,10,1/13/12 12:27,1,38,0.052
4G,48,8/2/10 11:27,1,11,0.185
TELEFONE_MOVEL,59,10/20/11 11:27,2,29,0.054
4G,56,4/4/11 11:27,0,11,0.081
4G,31,5/5/12 11:27,4,35,0.098
4G,19,7/12/12 11:27,1,39,0.033
4G,8,8/29/10 11:27,5,70,0.086
TELEFONE_MOVEL,73,12/23/13 12:27,1,101,0.005
4G,6,11/15/13 12:27,2,32,0.037
4G,52,10/27/14 12:27,5,27,0.048
FIBRA,80,7/18/10 11:27,0,22,0.062
FIBRA,64,12/27/13 12:27,0,104,0.005
TELEFONE_FIXO,64,2/24/11 12:27,1,73,0.008
4G,24,12/2/14 12:27,1,68,0.006
TELEFONE_MOVEL,13,8/3/12 11:27,1,80,0.011
4G,74,5/21/12 11:27,5,93,0.044
4G,41,1/2/12 12:27,0,79,0.009
FIBRA,40,11/15/13 12:27,2,89,0.018
4G,32,11/18/14 12:27,3,84,0.01
FIBRA,34,4/24/14 11:27,6,108,0.027
4G,20,11/12/14 12:27,1,57,0.007
FIBRA,42,6/14/14 11:27,9,90,0.042
TELEFONE_MOVEL,79,1/10/12 12:27,2,30,0.05
FIBRA,27,12/24/11 12:27,2,48,0.063
4G,38,4/24/14 11:27,1,69,0.009
TELEFONE_FIXO,56,7/26/11 11:27,3,84,0.013
TELEFONE_MOVEL,19,11/3/10 12:27,2,103,0.019
TELEFONE_MOVEL,40,12/15/10 12:27,5,25,0.151
4G,5,11/25/15 12:27,3,81,0
TELEFONE_FIXO,73,11/2/14 12:27,1,25,0.006
TELEFONE_MOVEL,45,10/9/11 11:27,0,80,0.007
4G,8,9/25/15 11:27,3,88,0.002
TELEFONE_MOVEL,67,11/25/15 12:27,0,45,0
TELEFONE_FIXO,36,10/30/14 12:27,2,42,0.005
TELEFONE_MOVEL,47,12/9/11 12:27,1,62,0.016
TELEFONE_MOVEL,23,10/2/13 11:27,1,21,0.026
TELEFONE_MOVEL,39,4/10/12 11:27,1,48,0.019
TELEFONE_MOVEL,54,4/1/13 11:27,2,51,0.02
TELEFONE_FIXO,26,3/16/13 12:27,1,16,0.022
TELEFONE_FIXO,38,11/28/10 12:27,1,60,0.011
TELEFONE_MOVEL,67,11/6/14 12:27,0,93,0.001
4G,78,5/16/11 11:27,2,19,0.137
TELEFONE_MOVEL,16,9/4/13 11:27,7,46,0.05
TELEFONE_MOVEL,8,12/23/10 12:27,1,81,0.016
TELEFONE_MOVEL,12,3/2/11 12:27,7,108,0.045
4G,64,8/21/11 11:27,1,104,0.016
TELEFONE_MOVEL,1,9/21/12 11:27,0,70,0.006
TELEFONE_MOVEL,27,8/20/10 11:27,0,102,0.007
4G,17,10/13/12 11:27,0,37,0.016
FIBRA,64,8/2/15 11:27,0,69,0.001
TELEFONE_FIXO,4,9/22/14 11:27,6,55,0.01
4G,58,3/13/15 12:27,0,39,0.004
TELEFONE_FIXO,74,4/13/14 11:27,1,17,0.012
4G,52,3/2/15 12:27,2,94,0.005
4G,77,10/11/11 11:27,1,46,0.034
FIBRA,62,1/24/14 12:27,0,48,0.01
TELEFONE_FIXO,69,9/14/11 11:27,2,56,0.014
TELEFONE_FIXO,50,4/18/13 11:27,2,88,0.006
4G,28,7/24/10 11:27,0,26,0.039
4G,7,11/26/13 12:27,0,38,0.01
FIBRA,12,1/10/15 12:27,5,84,0.017
FIBRA,18,10/13/14 11:27,1,83,0.007
FIBRA,7,1/1/14 12:27,5,61,0.048
TELEFONE_MOVEL,37,7/20/14 11:27,0,10,0.018
4G,21,10/29/11 11:27,0,19,0.041
TELEFONE_FIXO,16,7/13/12 11:27,5,58,0.022
TELEFONE_FIXO,62,10/15/11 11:27,2,33,0.024
FIBRA,38,2/6/11 12:27,3,48,0.102
4G,60,4/3/14 11:27,0,57,0.006
TELEFONE_MOVEL,73,3/16/15 12:27,1,23,0.008
4G,16,7/3/14 11:27,1,88,0.006
FIBRA,31,2/2/14 12:27,1,99,0.009
TELEFONE_FIXO,70,9/19/13 11:27,0,88,0.002
TELEFONE_MOVEL,26,9/24/11 11:27,7,19,0.224
TELEFONE_MOVEL,30,2/13/12 12:27,0,15,0.032
TELEFONE_MOVEL,17,9/27/10 11:27,0,43,0.015
TELEFONE_FIXO,35,8/27/10 11:27,2,77,0.013
TELEFONE_FIXO,46,1/6/15 12:27,2,42,0.004
4G,29,4/14/12 11:27,0,45,0.015
TELEFONE_MOVEL,57,1/14/12 12:27,0,71,0.007
TELEFONE_MOVEL,22,9/20/15 11:27,1,39,0.002
TELEFONE_FIXO,2,2/26/13 12:27,2,53,0.01
TELEFONE_MOVEL,33,9/24/15 11:27,1,42,0.001
4G,39,6/25/10 11:27,2,93,0.033
4G,4,7/24/13 11:27,5,104,0.026
FIBRA,48,10/24/13 11:27,3,16,0.135
FIBRA,51,4/22/15 11:27,0,95,0.002
TELEFONE_MOVEL,79,2/26/11 12:27,4,18,0.168
4G,0,9/23/12 11:27,0,16,0.038
4G,40,10/3/10 11:27,0,65,0.015
TELEFONE_MOVEL,4,5/23/13 11:27,5,32,0.061
4G,1,10/3/12 11:27,7,52,0.093
4G,59,3/11/15 12:27,0,87,0.002
FIBRA,17,8/7/10 11:27,0,83,0.016
TELEFONE_FIXO,8,9/2/11 11:27,0,15,0.018
TELEFONE_MOVEL,0,9/26/11 11:27,5,19,0.168
FIBRA,80,12/15/11 12:27,4,106,0.048
4G,17,8/28/11 11:27,9,69,0.118
TELEFONE_MOVEL,34,4/30/14 11:27,0,63,0.003
TELEFONE_FIXO,44,10/4/14 11:27,4,27,0.014
TELEFONE_MOVEL,56,1/22/11 12:27,1,33,0.037
4G,67,11/25/10 12:27,0,75,0.013
TELEFONE_MOVEL,23,7/26/10 11:27,2,74,0.028
TELEFONE_MOVEL,75,4/3/12 11:27,1,36,0.026
FIBRA,27,3/24/14 12:27,0,85,0.005
4G,36,5/26/12 11:27,1,45,0.03
FIBRA,4,12/29/14 12:27,9,68,0.036
TELEFONE_FIXO,29,6/27/14 11:27,1,65,0.003
TELEFONE_MOVEL,41,10/31/13 12:27,2,103,0.008
TELEFONE_FIXO,67,12/14/14 12:27,0,81,0.001
4G,25,3/21/14 12:27,2,28,0.035
4G,56,11/24/11 12:27,0,26,0.03
4G,57,1/26/12 12:27,1,108,0.014
TELEFONE_MOVEL,12,10/6/13 11:27,0,107,0.003
FIBRA,6,6/26/14 11:27,0,74,0.005
TELEFONE_MOVEL,33,9/12/13 11:27,2,96,0.009
TELEFONE_MOVEL,15,3/31/15 11:27,5,36,0.015
TELEFONE_MOVEL,45,9/24/12 11:27,1,52,0.016
TELEFONE_FIXO,23,10/7/10 11:27,6,106,0.022
TELEFONE_MOVEL,33,4/13/14 11:27,2,91,0.007
TELEFONE_MOVEL,44,8/5/10 11:27,2,17,0.119
TELEFONE_MOVEL,55,5/11/14 11:27,1,102,0.004
FIBRA,1,3/28/15 12:27,4,50,0.018
4G,51,9/20/13 11:27,1,17,0.05
TELEFONE_MOVEL,58,10/2/13 11:27,8,72,0.035
FIBRA,48,8/3/15 11:27,8,35,0.024
FIBRA,66,11/25/10 12:27,0,61,0.021
TELEFONE_MOVEL,55,1/8/14 12:27,0,87,0.003
TELEFONE_MOVEL,6,9/5/15 11:27,1,93,0.001
TELEFONE_MOVEL,11,11/28/14 12:27,4,29,0.023
TELEFONE_MOVEL,10,12/20/11 12:27,5,67,0.045
TELEFONE_FIXO,52,2/24/15 12:27,3,102,0.002
TELEFONE_FIXO,56,8/9/10 11:27,0,41,0.008
FIBRA,54,9/3/10 11:27,1,80,0.033
4G,66,10/17/12 11:27,2,96,0.019
TELEFONE_MOVEL,0,12/26/11 12:27,0,75,0.007
TELEFONE_MOVEL,40,8/17/14 11:27,4,84,0.01
TELEFONE_MOVEL,4,6/11/14 11:27,0,48,0.004
TELEFONE_FIXO,27,4/20/14 11:27,0,76,0.001
TELEFONE_FIXO,72,8/31/14 11:27,1,80,0.002
TELEFONE_FIXO,2,7/17/12 11:27,2,24,0.027
TELEFONE_MOVEL,56,1/10/13 12:27,0,54,0.007
4G,55,1/3/14 12:27,3,107,0.014
TELEFONE_FIXO,17,10/7/10 11:27,4,76,0.022
FIBRA,12,7/8/11 11:27,1,78,0.029
4G,63,2/13/11 12:27,0,26,0.035
TELEFONE_FIXO,41,8/22/15 11:27,0,72,0
TELEFONE_MOVEL,67,9/10/12 11:27,0,106,0.004
TELEFONE_MOVEL,12,4/26/12 11:27,1,13,0.071
TELEFONE_MOVEL,57,2/23/11 12:27,4,73,0.042
4G,60,5/20/12 11:27,0,84,0.008
TELEFONE_MOVEL,24,8/24/11 11:27,0,64,0.008
TELEFONE_MOVEL,27,9/27/13 11:27,1,14,0.04
FIBRA,5,7/31/13 11:27,0,24,0.025
TELEFONE_MOVEL,32,4/13/11 11:27,0,85,0.007
TELEFONE_MOVEL,64,6/19/11 11:27,0,25,0.023
TELEFONE_FIXO,11,4/22/15 11:27,9,16,0.025
4G,68,1/6/11 12:27,2,25,0.112
TELEFONE_MOVEL,47,4/30/13 11:27,0,68,0.005
FIBRA,58,1/6/11 12:27,2,17,0.22
TELEFONE_FIXO,14,10/13/12 11:27,9,31,0.064
TELEFONE_MOVEL,0,7/29/12 11:27,0,41,0.01
4G,48,11/23/13 12:27,8,32,0.109
FIBRA,51,6/20/14 11:27,1,105,0.007
4G,42,12/16/14 12:27,1,96,0.004
TELEFONE_MOVEL,54,7/9/15 11:27,5,39,0.008
TELEFONE_MOVEL,28,8/4/15 11:27,0,73,0.001
TELEFONE_MOVEL,71,11/13/14 12:27,6,97,0.01
4G,52,10/31/11 12:27,4,11,0.355
4G,11,7/31/14 11:27,4,49,0.027
TELEFONE_MOVEL,36,4/14/13 11:27,2,104,0.01
TELEFONE_MOVEL,29,1/29/15 12:27,3,84,0.005
TELEFONE_MOVEL,67,7/18/15 11:27,1,31,0.003
TELEFONE_FIXO,12,7/6/15 11:27,4,36,0.004
4G,46,2/13/12 12:27,2,86,0.025
TELEFONE_MOVEL,55,10/24/11 11:27,1,37,0.028
4G,53,7/6/14 11:27,4,75,0.018
4G,75,3/23/13 12:27,2,101,0.015
TELEFONE_FIXO,38,1/13/12 12:27,1,87,0.006
4G,11,6/3/15 11:27,0,53,0.002
TELEFONE_MOVEL,12,1/31/13 12:27,6,37,0.068
TELEFONE_MOVEL,46,11/21/12 12:27,6,59,0.046
TELEFONE_MOVEL,62,9/11/13 11:27,2,33,0.026
4G,25,7/19/13 11:27,0,55,0.008
4G,78,9/23/13 11:27,2,12,0.105
TELEFONE_MOVEL,76,12/12/13 12:27,5,89,0.017
FIBRA,76,6/27/15 11:27,1,31,0.008
4G,44,4/15/11 11:27,2,82,0.032
TELEFONE_MOVEL,6,10/4/13 11:27,1,92,0.006
FIBRA,66,5/14/12 11:27,0,73,0.012
4G,71,3/11/14 12:27,2,68,0.015
TELEFONE_MOVEL,32,12/15/12 12:27,0,26,0.015
TELEFONE_FIXO,5,8/8/12 11:27,1,72,0.006
4G,40,4/28/12 11:27,3,87,0.032
TELEFONE_FIXO,63,10/30/11 12:27,5,15,0.104
FIBRA,5,4/9/14 11:27,0,56,0.008
TELEFONE_MOVEL,17,6/1/14 11:27,7,50,0.031
FIBRA,3,11/24/15 12:27,0,78,0
4G,52,12/3/11 12:27,1,10,0.153
TELEFONE_FIXO,42,3/19/15 12:27,0,77,0.001
TELEFONE_MOVEL,33,3/2/15 12:27,1,47,0.004
TELEFONE_FIXO,53,5/23/11 11:27,1,102,0.006
TELEFONE_MOVEL,44,2/18/15 12:27,0,88,0.001
TELEFONE_MOVEL,64,4/22/11 11:27,3,68,0.034
FIBRA,53,10/9/10 11:27,2,36,0.109
TELEFONE_MOVEL,30,1/12/14 12:27,4,69,0.018
TELEFONE_MOVEL,1,3/1/14 12:27,4,55,0.021
TELEFONE_MOVEL,45,4/27/11 11:27,0,82,0.007
4G,67,8/14/10 11:27,4,21,0.24
TELEFONE_FIXO,71,12/21/13 12:27,1,19,0.013
TELEFONE_MOVEL,50,9/25/12 11:27,0,66,0.006
4G,27,3/26/12 11:27,1,105,0.013
4G,23,5/21/15 11:27,6,61,0.012
FIBRA,49,11/5/10 12:27,0,60,0.021
TELEFONE_MOVEL,36,8/20/10 11:27,0,15,0.045
FIBRA,21,10/26/13 11:27,0,82,0.007
TELEFONE_MOVEL,55,12/31/11 12:27,0,52,0.01
TELEFONE_MOVEL,32,5/21/12 11:27,0,17,0.026
TELEFONE_FIXO,41,12/22/12 12:27,1,17,0.022
TELEFONE_MOVEL,8,8/12/11 11:27,1,106,0.01
FIBRA,5,5/26/11 11:27,2,97,0.036
TELEFONE_MOVEL,52,9/27/13 11:27,2,30,0.028
TELEFONE_MOVEL,64,6/23/15 11:27,1,84,0.001
4G,15,11/26/15 12:27,0,60,0
4G,15,7/22/11 11:27,1,40,0.042
TELEFONE_FIXO,45,11/3/12 12:27,4,85,0.012
4G,1,7/29/15 11:27,0,71,0.001
TELEFONE_MOVEL,33,9/3/12 11:27,0,90,0.005
4G,10,1/19/13 12:27,0,96,0.006
FIBRA,15,2/4/11 12:27,0,65,0.019
FIBRA,69,12/17/12 12:27,0,20,0.038
TELEFONE_FIXO,71,10/25/12 11:27,5,27,0.044
TELEFONE_MOVEL,15,12/11/14 12:27,3,73,0.007
FIBRA,34,7/26/15 11:27,0,80,0.001
FIBRA,65,9/30/15 11:27,0,43,0.001
TELEFONE_MOVEL,27,7/27/13 11:27,1,77,0.008
TELEFONE_MOVEL,73,10/22/13 11:27,0,56,0.005
TELEFONE_MOVEL,19,3/9/14 12:27,9,15,0.149
4G,77,3/28/13 12:27,3,89,0.023
4G,78,3/28/15 12:27,3,11,0.049
TELEFONE_FIXO,3,10/26/13 11:27,0,64,0.002
4G,31,8/30/12 11:27,4,77,0.04
4G,31,12/11/14 12:27,0,37,0.005
FIBRA,2,6/13/13 11:27,6,51,0.087
TELEFONE_MOVEL,24,4/19/12 11:27,9,53,0.087
4G,5,10/28/13 12:27,3,79,0.02
FIBRA,5,4/13/12 11:27,2,27,0.103
TELEFONE_FIXO,17,8/3/15 11:27,2,67,0.001
4G,39,5/23/12 11:27,2,25,0.081
TELEFONE_MOVEL,56,1/22/15 12:27,0,36,0.003
4G,52,2/16/15 12:27,4,78,0.01
4G,79,6/15/12 11:27,3,39,0.068
FIBRA,39,9/3/14 11:27,1,100,0.006
4G,69,1/5/13 12:27,0,90,0.006
TELEFONE_MOVEL,39,10/19/15 11:27,0,97,0
FIBRA,11,11/3/14 12:27,0,25,0.011
TELEFONE_FIXO,58,1/30/14 12:27,8,23,0.046
TELEFONE_MOVEL,11,6/25/14 11:27,2,72,0.008
TELEFONE_MOVEL,48,7/28/10 11:27,4,105,0.032
4G,53,2/19/11 12:27,1,107,0.017
